[locus_tag=PMT_0001],[protein_id=CAE20176.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=Syncc8109_0001],[protein_id=AHF62427.1],[gene=dnaN],"[protein=DNA polymerase III, beta subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_0107],[protein_id=CAE20282.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0105],[protein_id=AHF62526.1],[gene=None],[protein=hypothetical protein],[evalue=5.41667E-13]
[locus_tag=PMT_0108],[protein_id=CAE20283.1],[gene=None],"[protein=ABC transporter, ATP binding protein]",[locus_tag=Syncc8109_0106],[protein_id=AHF62527.1],[gene=None],"[protein=ABC transporter, ATP binding protein]",[evalue=0.00000E+00],[locus_tag=Syncc8109_2634],[protein_id=AHF64941.1],[gene=None],[protein=ATPase],[evalue=2.83970E-21],[locus_tag=Syncc8109_1252],[protein_id=AHF63620.1],[gene=None],[protein=ATPase],[evalue=9.38362E-16]
[locus_tag=PMT_0112],[protein_id=CAE20287.1],"[gene=rmlA, rfbA]",[protein=glucose-1-phosphate thymidylyltransferase],[locus_tag=Syncc8109_2125],[protein_id=AHF64462.1],[gene=rmlA],[protein=glucose-1-phosphate thymidylyltransferase],[evalue=0.00000E+00],[locus_tag=Syncc8109_2513],[protein_id=AHF64820.1],[gene=None],[protein=putative sugar-phosphate nucleotidyl transferase],[evalue=9.16709E-11]
[locus_tag=PMT_0113],[protein_id=CAE20288.1],[gene=rfbC],"[protein=dTDP-4-dehydrorhamnose 3,5-epimerase]",[locus_tag=Syncc8109_2126],[protein_id=AHF64463.1],[gene=rfbC],"[protein=dTDP-4-dehydrorhamnose 3,5-epimerase]",[evalue=3.04415E-87]
[locus_tag=PMT_0114],[protein_id=CAE20289.1],[gene=rfbD],[protein=putative dTDP-4-dehydrorhamnose reductase],[locus_tag=Syncc8109_2127],[protein_id=AHF64464.1],[gene=rfbD],[protein=dTDP-4-dehydrorhamnose reductase],[evalue=1.10692E-138]
[locus_tag=PMT_0115],[protein_id=CAE20290.1],[gene=rfbB],"[protein=dTDP-glucose-4,6-dehydratase]",[locus_tag=Syncc8109_2128],[protein_id=AHF64465.1],[gene=rfbB],"[protein=dTDP-glucose 4,6-dehydratase]",[evalue=7.71682E-178],[locus_tag=Syncc8109_0189],[protein_id=AHF62604.1],[gene=None],[protein=putative nucleotide sugar epimerase],[evalue=1.65616E-29],[locus_tag=Syncc8109_0187],[protein_id=AHF62602.1],[gene=None],[protein=putative nucleoside-diphosphate sugar epimerase],[evalue=2.59402E-21]
[locus_tag=PMT_0118],[protein_id=CAE20293.1],[gene=None],[protein=possible transcriptional regulator],[locus_tag=Syncc8109_0108],[protein_id=AHF62529.1],[gene=gntR],"[protein=transcriptional regulator, GntR family]",[evalue=0.00000E+00]
[locus_tag=PMT_0119],[protein_id=CAE20294.1],[gene=infC],[protein=Translatioin Initiation factor 3],[locus_tag=Syncc8109_0112],[protein_id=AHF62532.1],[gene=infC],[protein=translation initiation factor IF-3],[evalue=2.84609E-132]
[locus_tag=PMT_0120],[protein_id=CAE20295.1],"[gene=miaA,trpX]",[protein=tRNA delta-2-isopentenylpyrophosphate (IPP) transferase],[locus_tag=Syncc8109_0113],[protein_id=AHF62533.1],[gene=miaA],[protein=tRNA delta(2)-isopentenylpyrophosphate transferase],[evalue=9.91363E-141]
[locus_tag=PMT_0121],[protein_id=CAE20296.1],[gene=gyrB],"[protein=DNA gyrase, subunit B]",[locus_tag=Syncc8109_0114],[protein_id=AHF62534.1],[gene=gyrB],"[protein=DNA gyrase, B subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_0122],[protein_id=CAE20297.1],[gene=None],[protein=conserved hypothetical],[locus_tag=Syncc8109_0115],[protein_id=AHF62535.1],[gene=None],[protein=hypothetical protein],[evalue=8.65832E-20]
[locus_tag=PMT_0123],[protein_id=CAE20298.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0116],[protein_id=AHF62536.1],[gene=None],[protein=integral membrane protein possibly involved in chromosome condensation],[evalue=3.42759E-48]
[locus_tag=PMT_0124],[protein_id=CAE20299.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0117],[protein_id=AHF62537.1],[gene=None],[protein=putative integral membrane protein],[evalue=9.45487E-16],[locus_tag=Syncc8109_0116],[protein_id=AHF62536.1],[gene=None],[protein=integral membrane protein possibly involved in chromosome condensation],[evalue=1.27441E-11]
[locus_tag=PMT_0125],[protein_id=CAE20300.1],[gene=None],[protein=Glutathione peroxidase],[locus_tag=Syncc8109_0118],[protein_id=AHF62538.1],[gene=None],[protein=glutathione peroxidase],[evalue=7.15365E-89]
[locus_tag=PMT_0126],[protein_id=CAE20301.1],[gene=None],"[protein=MgtE family, putative magnesium transport protein]",[locus_tag=Syncc8109_0119],[protein_id=AHF62539.1],[gene=mgtE],[protein=magnesium transporter],[evalue=0.00000E+00]
[locus_tag=PMT_0127],[protein_id=CAE20302.1],[gene=None],"[protein=Type II alternative RNA polymerase sigma factor, sigma-70 family]",[locus_tag=Syncc8109_0120],[protein_id=AHF62540.1],[gene=None],"[protein=type II alternative RNA polymerase sigma factor, sigma-70 family]",[evalue=0.00000E+00],[locus_tag=Syncc8109_2661],[protein_id=AHF64967.1],[gene=None],[protein=putative type II alternative RNA polymerase sigma factor],[evalue=1.57915E-88],[locus_tag=Syncc8109_0748],[protein_id=AHF63128.1],[gene=rpoD],[protein=Sigma-70 factor],[evalue=1.59641E-87]
[locus_tag=PMT_0128],[protein_id=CAE20303.1],[gene=None],"[protein=possible hydrolase, alpha/beta hydrolase superfamily]",[locus_tag=Syncc8109_0121],[protein_id=AHF62541.1],[gene=None],[protein=hypothetical protein],[evalue=1.05145E-134],[locus_tag=Syncc8109_0164],[protein_id=AHF62582.1],[gene=None],[protein=hypothetical protein],[evalue=8.38782E-44],[locus_tag=Syncc8109_2091],[protein_id=AHF64429.1],[gene=None],[protein=alpha/beta hydrolase superfamily protein],[evalue=1.09226E-34]
[locus_tag=PMT_0129],[protein_id=CAE20304.1],[gene=None],[protein=putative RND family multidrug efflux transporter],[locus_tag=Syncc8109_2383],[protein_id=AHF64700.1],[gene=None],[protein=Hydrophobe/amphiphile efflux-1 HAE1],[evalue=0.00000E+00],[locus_tag=Syncc8109_0341],[protein_id=AHF62749.1],[gene=None],[protein=putative RND family multidrug efflux transporter],[evalue=0.00000E+00]
[locus_tag=PMT_0130],[protein_id=CAE20305.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_2384],[protein_id=AHF64701.1],[gene=None],[protein=Secretion protein HlyD],[evalue=3.14162E-47]
[locus_tag=PMT_0132],[protein_id=CAE20307.1],[gene=sdhA],"[protein=succinate dehydrogenase, flavoprotein subunit]",[locus_tag=Syncc8109_2430],[protein_id=AHF64741.1],[gene=nadB],[protein=L-aspartate oxidase],[evalue=1.36079E-25]
[locus_tag=PMT_0135],[protein_id=CAE20310.1],[gene=None],[protein=probable adenine glycosylase],[locus_tag=Syncc8109_0122],[protein_id=AHF62542.1],[gene=mutY],[protein=mutator mutT protein],[evalue=7.10891E-176]
[locus_tag=PMT_0136],[protein_id=CAE20311.1],[gene=None],[protein=Putative carbohydrate kinase],[locus_tag=Syncc8109_0123],[protein_id=AHF62543.1],[gene=None],[protein=putative fructokinase],[evalue=6.06956E-137]
[locus_tag=PMT_0137],[protein_id=CAE20312.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0124],[protein_id=AHF62544.1],[gene=None],[protein=hypothetical protein],[evalue=6.65505E-59]
[locus_tag=PMT_0138],[protein_id=CAE20313.1],"[gene=ahcY, sahH]",[protein=putative adenosylhomocysteinase],[locus_tag=Syncc8109_0125],[protein_id=AHF62545.1],[gene=ahcY],[protein=adenosylhomocysteinase],[evalue=0.00000E+00]
[locus_tag=PMT_0140],[protein_id=CAE20315.1],[gene=None],[protein=DedA family; putative alkaline phosphatase-like protein],[locus_tag=Syncc8109_0126],[protein_id=AHF62546.1],[gene=None],[protein=putative alkaline phosphatase-like protein],[evalue=2.47344E-126]
[locus_tag=PMT_0141],[protein_id=CAE20316.1],[gene=ssb],[protein=single-stranded DNA-binding protein],[locus_tag=Syncc8109_0127],[protein_id=AHF62547.1],[gene=ssb],[protein=single-strand binding protein],[evalue=4.89762E-75]
[locus_tag=PMT_0142],[protein_id=CAE20317.1],[gene=mreB],[protein=Rod shape determining protein],[locus_tag=Syncc8109_0128],[protein_id=AHF62548.1],[gene=mreB],"[protein=cell shape determining protein, MreB/Mrl family]",[evalue=0.00000E+00]
[locus_tag=PMT_0143],[protein_id=CAE20318.1],[gene=mreC],[protein=putative rod shape-determining protein],[locus_tag=Syncc8109_0129],[protein_id=AHF62549.1],[gene=mreC],[protein=putative rod shape-determining protein],[evalue=1.27828E-107]
[locus_tag=PMT_0144],[protein_id=CAE20319.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0130],[protein_id=AHF62550.1],[gene=None],[protein=hypothetical protein],[evalue=3.33412E-59]
[locus_tag=PMT_0145],[protein_id=CAE20320.1],[gene=None],"[protein=Bacterial extracellular solute-binding protein, family 1]",[locus_tag=Syncc8109_0131],[protein_id=AHF62551.1],[gene=None],[protein=Twin-arginine translocation pathway signal],[evalue=0.00000E+00]
[locus_tag=PMT_0146],[protein_id=CAE20321.1],[gene=None],[protein=two-component response regulator],[locus_tag=Syncc8109_0132],[protein_id=AHF62552.1],[gene=None],"[protein=two component transcriptional regulator, winged helix family]",[evalue=3.79978E-155],[locus_tag=Syncc8109_2493],[protein_id=AHF64800.1],[gene=rpaB],"[protein=two component transcriptional regulator, winged helix family]",[evalue=2.35502E-91],[locus_tag=Syncc8109_2487],[protein_id=AHF64794.1],[gene=rpaA],"[protein=two component transcriptional regulator, winged helix family]",[evalue=3.98504E-44]
[locus_tag=PMT_0147],[protein_id=CAE20322.1],[gene=lysS],[protein=Lysyl-tRNA synthetase],[locus_tag=Syncc8109_0133],[protein_id=AHF62553.1],[gene=lysS],[protein=lysyl-tRNA synthetase],[evalue=0.00000E+00],[locus_tag=Syncc8109_2660],[protein_id=AHF64966.1],[gene=aspS],[protein=aspartyl-tRNA synthetase],[evalue=9.73812E-21]
[locus_tag=PMT_0148],[protein_id=CAE20323.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0134],[protein_id=AHF62554.1],[gene=None],[protein=hypothetical protein],[evalue=1.10940E-60]
[locus_tag=PMT_0149],[protein_id=CAE20324.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0135],[protein_id=AHF62555.1],[gene=None],[protein=hypothetical protein],[evalue=2.00851E-32]
[locus_tag=PMT_0150],[protein_id=CAE20325.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0136],[protein_id=AHF62556.1],[gene=None],[protein=hypothetical protein],[evalue=4.09555E-19]
[locus_tag=PMT_0151],[protein_id=CAE20326.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0137],[protein_id=AHF62557.1],[gene=None],[protein=hypothetical protein],[evalue=9.48899E-121]
[locus_tag=PMT_0152],[protein_id=CAE20327.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0138],[protein_id=AHF62558.1],[gene=None],[protein=hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT_0154],[protein_id=CAE20329.1],[gene=None],[protein=Eukaryotic protein kinase:Serine/Threonine protein kinase],[locus_tag=Syncc8109_0139],[protein_id=AHF62559.1],[gene=None],[protein=serine/threonine protein kinase],[evalue=3.48717E-161]
[locus_tag=PMT_0155],[protein_id=CAE20330.1],[gene=smpB],[protein=tmRNA binding protein SmpB],[locus_tag=Syncc8109_0140],[protein_id=AHF62560.1],[gene=smpB],[protein=SsrA-binding protein],[evalue=3.56336E-92]
[locus_tag=PMT_0156],[protein_id=CAE20331.1],[gene=ruvB],[protein=Holliday junction DNA helicase RuvB],[locus_tag=Syncc8109_0141],[protein_id=AHF62561.1],[gene=ruvB],[protein=Holliday junction DNA helicase RuvB],[evalue=0.00000E+00]
[locus_tag=PMT_0157],[protein_id=CAE20332.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0142],[protein_id=AHF62562.1],[gene=None],[protein=hypothetical protein],[evalue=3.00178E-105]
[locus_tag=PMT_0158],[protein_id=CAE20333.1],[gene=None],[protein=Zinc metallopeptidase M20/M25/M40 family],[locus_tag=Syncc8109_0143],[protein_id=AHF62563.1],[gene=None],"[protein=Peptidase M20D, amidohydrolase]",[evalue=0.00000E+00]
[locus_tag=PMT_0160],[protein_id=CAE20335.1],[gene=thiC],[protein=ThiC family],[locus_tag=Syncc8109_0146],[protein_id=AHF62566.1],[gene=thiC],[protein=thiamine biosynthesis protein ThiC],[evalue=0.00000E+00]
[locus_tag=PMT_0161],[protein_id=CAE20336.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_1611],[protein_id=AHF63968.1],[gene=None],[protein=hypothetical protein],[evalue=5.49399E-17]
[locus_tag=PMT_0163],[protein_id=CAE20338.1],[gene=aroK],[protein=Shikimate kinase],[locus_tag=Syncc8109_2443],[protein_id=AHF64752.1],[gene=aroK],[protein=Shikimate kinase],[evalue=2.34409E-85]
[locus_tag=PMT_0164],[protein_id=CAE20339.1],[gene=None],[protein=6-pyruvoyl tetrahydropterin synthase],[locus_tag=Syncc8109_2442],[protein_id=AHF64751.1],[gene=None],[protein=6-pyruvoyltetrahydropterin synthase],[evalue=0.00000E+00]
[locus_tag=PMT_0165],[protein_id=CAE20340.1],[gene=ribG],[protein=RibD/ribG C-terminal domain],[locus_tag=Syncc8109_2441],[protein_id=AHF64750.1],[gene=None],[protein=putative riboflavin-specific deaminase],[evalue=2.71603E-70]
[locus_tag=PMT_0166],[protein_id=CAE20341.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_2440],[protein_id=AHF64749.1],[gene=None],[protein=hypothetical protein],[evalue=6.68842E-18]
[locus_tag=PMT_0170],[protein_id=CAE20345.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_2440],[protein_id=AHF64749.1],[gene=None],[protein=hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT_0172],[protein_id=CAE20347.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_2439],[protein_id=AHF64748.1],[gene=None],[protein=hypothetical protein],[evalue=5.37132E-56]
[locus_tag=PMT_0174],[protein_id=CAE20349.1],[gene=None],[protein=multidrug efflux MFS family transporter],[locus_tag=Syncc8109_2433],[protein_id=AHF64744.1],[gene=None],[protein=putative multidrug efflux MFS transporter],[evalue=1.53475E-173]
[locus_tag=PMT_0175],[protein_id=CAE20350.1],[gene=None],[protein=possible Fe-S oxidoreductase],[locus_tag=Syncc8109_2432],[protein_id=AHF64743.1],[gene=None],[protein=hypothetical protein],[evalue=0.00000E+00],[locus_tag=Syncc8109_1876],[protein_id=AHF64225.1],[gene=miaB],[protein=Protein of unknown function UPF0004],[evalue=1.43683E-56]
[locus_tag=PMT_0176],[protein_id=CAE20351.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_2431],[protein_id=AHF64742.1],[gene=None],[protein=Thioredoxin domain 2],[evalue=2.96376E-142],[locus_tag=Syncc8109_1211],[protein_id=AHF63581.1],[gene=None],[protein=hypothetical protein],[evalue=4.16727E-16],[locus_tag=Syncc8109_0557],[protein_id=AHF62944.1],[gene=None],[protein=hypothetical protein],[evalue=6.52702E-16]
[locus_tag=PMT_0177],[protein_id=CAE20352.1],[gene=nadB],[protein=L-aspartate oxidase],[locus_tag=Syncc8109_2430],[protein_id=AHF64741.1],[gene=nadB],[protein=L-aspartate oxidase],[evalue=0.00000E+00]
[locus_tag=PMT_0178],[protein_id=CAE20353.1],[gene=psbU],[protein=putative Photosystem II PsbU protein],[locus_tag=Syncc8109_2429],[protein_id=AHF64740.1],[gene=psbU],[protein=photosystem II extrinsic protein (psbU)],[evalue=3.14163E-50]
[locus_tag=PMT_0179],[protein_id=CAE20354.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_2428],[protein_id=AHF64739.1],[gene=None],[protein=hypothetical protein],[evalue=1.63410E-74]
[locus_tag=PMT_0180],[protein_id=CAE20355.1],[gene=None],[protein=Bacitracin resistance protein BacA],[locus_tag=Syncc8109_2427],[protein_id=AHF64738.1],[gene=bacA],"[protein=undecaprenol kinase, putative]",[evalue=1.11460E-136]
[locus_tag=PMT_0181],[protein_id=CAE20356.1],[gene=None],[protein=possible Fe-S oxidoreductase],[locus_tag=Syncc8109_2426],[protein_id=AHF64737.1],[gene=None],[protein=putative Fe-S oxidoreductase],[evalue=0.00000E+00]
[locus_tag=PMT_0182],[protein_id=CAE20357.1],[gene=None],[protein=possible RND family outer membrane efflux protein],[locus_tag=Syncc8109_2425],[protein_id=AHF64736.1],[gene=None],[protein=putative RND family outer membrane efflux protein],[evalue=0.00000E+00]
[locus_tag=PMT_0183],[protein_id=CAE20358.1],[gene=None],[protein=inositol monophosphate family protein],[locus_tag=Syncc8109_2424],[protein_id=AHF64735.1],[gene=None],[protein=inositol monophosphate family protein],[evalue=9.22892E-135],[locus_tag=Syncc8109_1262],[protein_id=AHF63630.1],[gene=None],[protein=Inositol-1(or 4)-monophosphatase],[evalue=8.02191E-14],[locus_tag=Syncc8109_0628],[protein_id=AHF63013.1],[gene=cysQ],[protein=CysQ protein-like protein],[evalue=7.70320E-11]
[locus_tag=PMT_0184],[protein_id=CAE20359.1],[gene=masA],[protein=putative enolase-phosphatase E-1],[locus_tag=Syncc8109_0536],[protein_id=AHF62925.1],[gene=masA],[protein=putative enolase-phosphatase E-1],[evalue=1.98913E-84]
[locus_tag=PMT_0185],[protein_id=CAE20360.1],[gene=None],[protein=Putative sugar aldolase],[locus_tag=Syncc8109_0537],[protein_id=AHF62926.1],[gene=mtnB],[protein=putative sugar aldolase],[evalue=1.44588E-86]
[locus_tag=PMT_0186],[protein_id=CAE20361.1],[gene=FPG],[protein=Formamidopyrimidine-DNA glycolase (FAPY-DNA glycolase)],[locus_tag=Syncc8109_0539],[protein_id=AHF62928.1],[gene=None],[protein=formamidopyrimidine-DNA glycosylase],[evalue=5.57082E-157]
[locus_tag=PMT_0187],[protein_id=CAE20362.1],[gene=psaE],[protein=Photosystem I PsaE protein (subunit IV)],[locus_tag=Syncc8109_0540],[protein_id=AHF62929.1],[gene=psaE],[protein=photosystem I subunit IV (PsaE)],[evalue=1.91508E-29]
[locus_tag=PMT_0188],[protein_id=CAE20363.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0541],[protein_id=AHF62930.1],[gene=None],[protein=hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT_0189],[protein_id=CAE20364.1],[gene=recQ],[protein=ATP-dependent DNA helicase],[locus_tag=Syncc8109_0542],[protein_id=AHF62931.1],[gene=recQ],"[protein=ATP-dependent DNA helicase, RecQ family]",[evalue=0.00000E+00],[locus_tag=Syncc8109_0979],[protein_id=AHF63353.1],[gene=None],[protein=DEAD/DEAH box helicase-like protein],[evalue=6.86851E-12]
[locus_tag=PMT_0190],[protein_id=CAE20365.1],[gene=None],[protein=possible LysM domain],[locus_tag=Syncc8109_0543],[protein_id=AHF62932.1],[gene=lysM],[protein=Peptidoglycan-binding LysM],[evalue=3.38565E-97],[locus_tag=Syncc8109_0543],[protein_id=AHF62932.1],[gene=lysM],[protein=Peptidoglycan-binding LysM],[evalue=1.09876E-37]
[locus_tag=PMT_0191],[protein_id=CAE20366.1],[gene=None],[protein=Putative aldehyde dehydrogenase],[locus_tag=Syncc8109_0544],[protein_id=AHF62933.1],[gene=None],[protein=putative aldehyde dehydrogenase],[evalue=0.00000E+00]
[locus_tag=PMT_0192],[protein_id=CAE20367.1],[gene=None],[protein=Glycoside hydrolase family],[locus_tag=Syncc8109_0551],[protein_id=AHF62940.1],[gene=None],"[protein=Alpha amylase, catalytic subdomain protein]",[evalue=0.00000E+00]
[locus_tag=PMT_0193],[protein_id=CAE20368.1],[gene=None],[protein=Sodium:alanine symporter family],[locus_tag=Syncc8109_0862],[protein_id=AHF63240.1],[gene=alsT],[protein=amino acid carrier protein],[evalue=0.00000E+00]
[locus_tag=PMT_0194],[protein_id=CAE20369.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0491],[protein_id=AHF62891.1],[gene=None],[protein=hypothetical protein],[evalue=2.26324E-24],[locus_tag=Syncc8109_2452],[protein_id=AHF64760.1],[gene=None],[protein=hypothetical protein],[evalue=8.60298E-18]
[locus_tag=PMT_0195],[protein_id=CAE20370.1],[gene=aroD],[protein=Dehydroquinase class II],[locus_tag=Syncc8109_0554],[protein_id=AHF62941.1],[gene=aroQ],"[protein=3-dehydroquinate dehydratase, type II]",[evalue=5.29691E-69]
[locus_tag=PMT_0196],[protein_id=CAE20371.1],[gene=None],[protein=similar to tRNA-(MS[2],[locus_tag=Syncc8109_0555],[protein_id=AHF62942.1],[gene=None],[protein=tRNA-(MS(2)IO(6)A)-hydroxylase-like protein],[evalue=6.47123E-100]
[locus_tag=PMT_0197],[protein_id=CAE20372.1],[gene=None],[protein=similar to methionine salvage pathway enzyme E-2/E-2'],[locus_tag=Syncc8109_2113],[protein_id=AHF64451.1],[gene=None],[protein=methionine salvage pathway enzyme E-2/E-2'-like protein],[evalue=1.09337E-91]
[locus_tag=PMT_0198],[protein_id=CAE20373.1],[gene=cobI/cbiL],[protein=PRECORRIN-2 C20-METHYLTRANSFERASE],[locus_tag=Syncc8109_2114],[protein_id=AHF64452.1],[gene=cobI/cbiL],[protein=precorrin-2 C20-methyltransferase],[evalue=6.03695E-92]
