[locus_tag=PMT_0001],[protein_id=CAE20176.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=PMM0001],[protein_id=CAE18460.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[evalue=1.18003E-157]
[locus_tag=PMT_0146],[protein_id=CAE20321.1],[gene=None],[protein=two-component response regulator],[locus_tag=PMM1619],[protein_id=CAE20078.1],[gene=None],[protein=two-component response regulator],[evalue=1.11495E-147],[locus_tag=PMM0134],[protein_id=CAE18593.1],[gene=rpaB],[protein=two-component response regulator],[evalue=1.73537E-88],[locus_tag=PMM0128],[protein_id=CAE18587.1],[gene=rpaA],[protein=two-component response regulator],[evalue=7.44147E-46]
[locus_tag=PMT_0147],[protein_id=CAE20322.1],[gene=lysS],[protein=Lysyl-tRNA synthetase],[locus_tag=PMM1618],[protein_id=CAE20077.1],[gene=lysS],[protein=Lysyl-tRNA synthetase],[evalue=0.00000E+00],[locus_tag=PMM1688],[protein_id=CAE20147.1],[gene=aspS],[protein=Aspartyl-tRNA synthetase],[evalue=1.82562E-18]
[locus_tag=PMT_0148],[protein_id=CAE20323.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1617],[protein_id=CAE20076.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.62406E-46]
[locus_tag=PMT_0155],[protein_id=CAE20330.1],[gene=smpB],[protein=tmRNA binding protein SmpB],[locus_tag=PMM1616],[protein_id=CAE20075.1],[gene=smpB],[protein=tmRNA binding protein SmpB],[evalue=2.09562E-72]
[locus_tag=PMT_0156],[protein_id=CAE20331.1],[gene=ruvB],[protein=Holliday junction DNA helicase RuvB],[locus_tag=PMM1615],[protein_id=CAE20074.1],[gene=ruvB],[protein=Holliday junction DNA helicase RuvB],[evalue=8.17826E-121]
[locus_tag=PMT_0157],[protein_id=CAE20332.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1614],[protein_id=CAE20073.1],[gene=None],[protein=conserved hypothetical protein],[evalue=5.65427E-88]
[locus_tag=PMT_0158],[protein_id=CAE20333.1],[gene=None],[protein=Zinc metallopeptidase M20/M25/M40 family],[locus_tag=PMM1613],[protein_id=CAE20072.1],[gene=None],[protein=Zinc metallopeptidase M20/M25/M40 family],[evalue=3.13231E-156]
[locus_tag=PMT_0160],[protein_id=CAE20335.1],[gene=thiC],[protein=ThiC family],[locus_tag=PMM1611],[protein_id=CAE20070.1],[gene=thiC],[protein=ThiC family],[evalue=0.00000E+00]
[locus_tag=PMT_0161],[protein_id=CAE20336.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0703],[protein_id=CAE19162.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.63684E-34],[locus_tag=PMM1026],[protein_id=CAE19485.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.03499E-20]
[locus_tag=PMT_0163],[protein_id=CAE20338.1],[gene=aroK],[protein=Shikimate kinase],[locus_tag=PMM0107],[protein_id=CAE18566.1],[gene=aroK],[protein=Shikimate kinase],[evalue=1.55471E-55]
[locus_tag=PMT_0164],[protein_id=CAE20339.1],[gene=None],[protein=6-pyruvoyl tetrahydropterin synthase],[locus_tag=PMM0106],[protein_id=CAE18565.1],[gene=None],[protein=6-pyruvoyl tetrahydropterin synthase],[evalue=1.17930E-151]
[locus_tag=PMT_0165],[protein_id=CAE20340.1],[gene=ribG],[protein=RibD/ribG C-terminal domain],[locus_tag=PMM0105],[protein_id=CAE18564.1],[gene=ribG],[protein=RibD/ribG C-terminal domain],[evalue=1.56934E-48]
[locus_tag=PMT_0166],[protein_id=CAE20341.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0104],[protein_id=CAE18563.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.49817E-15]
[locus_tag=PMT_0170],[protein_id=CAE20345.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0104],[protein_id=CAE18563.1],[gene=None],[protein=conserved hypothetical protein],[evalue=9.67867E-141]
[locus_tag=PMT_0172],[protein_id=CAE20347.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0103],[protein_id=CAE18562.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.91421E-38]
[locus_tag=PMT_0173],[protein_id=CAE20348.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1498],[protein_id=CAE19957.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.42342E-11]
[locus_tag=PMT_0175],[protein_id=CAE20350.1],[gene=None],[protein=possible Fe-S oxidoreductase],[locus_tag=PMM0102],[protein_id=CAE18561.1],[gene=None],[protein=possible Fe-S oxidoreductase],[evalue=0.00000E+00],[locus_tag=PMM1305],[protein_id=CAE19764.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.49661E-64]
[locus_tag=PMT_0176],[protein_id=CAE20351.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0101],[protein_id=CAE18560.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.39512E-101]
[locus_tag=PMT_0177],[protein_id=CAE20352.1],[gene=nadB],[protein=L-aspartate oxidase],[locus_tag=PMM0100],[protein_id=CAE18559.1],[gene=nadB],[protein=L-aspartate oxidase],[evalue=0.00000E+00]
[locus_tag=PMT_0179],[protein_id=CAE20354.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0099],[protein_id=CAE18558.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.70199E-65]
[locus_tag=PMT_0180],[protein_id=CAE20355.1],[gene=None],[protein=Bacitracin resistance protein BacA],[locus_tag=PMM0956],[protein_id=CAE19415.1],[gene=None],[protein=Bacitracin resistance protein BacA],[evalue=3.93919E-80]
[locus_tag=PMT_0181],[protein_id=CAE20356.1],[gene=None],[protein=possible Fe-S oxidoreductase],[locus_tag=PMM0098],[protein_id=CAE18557.1],[gene=None],[protein=possible Fe-S oxidoreductase],[evalue=0.00000E+00]
[locus_tag=PMT_0182],[protein_id=CAE20357.1],[gene=None],[protein=possible RND family outer membrane efflux protein],[locus_tag=PMM0097],[protein_id=CAE18556.1],[gene=None],[protein=possible RND family outer membrane efflux protein],[evalue=1.01159E-53]
[locus_tag=PMT_0183],[protein_id=CAE20358.1],[gene=None],[protein=inositol monophosphate family protein],[locus_tag=PMM0096],[protein_id=CAE18555.1],[gene=None],[protein=inositol monophosphate family protein],[evalue=2.38270E-114],[locus_tag=PMM0899],[protein_id=CAE19358.1],[gene=None],[protein=None],[evalue=1.67156E-16]
[locus_tag=PMT_0186],[protein_id=CAE20361.1],[gene=FPG],[protein=None],[locus_tag=PMM0328],[protein_id=CAE18787.1],[gene=FPG],[protein=None],[evalue=2.97147E-111]
[locus_tag=PMT_0187],[protein_id=CAE20362.1],[gene=psaE],[protein=None],[locus_tag=PMM0329],[protein_id=CAE18788.1],[gene=psaE],[protein=None],[evalue=1.15312E-29]
[locus_tag=PMT_0190],[protein_id=CAE20365.1],[gene=None],[protein=possible LysM domain],[locus_tag=PMM0330],[protein_id=CAE18789.1],[gene=None],[protein=possible LysM domain],[evalue=1.33088E-15],[locus_tag=PMM0330],[protein_id=CAE18789.1],[gene=None],[protein=possible LysM domain],[evalue=2.47929E-14],[locus_tag=PMM0330],[protein_id=CAE18789.1],[gene=None],[protein=possible LysM domain],[evalue=1.95354E-13]
[locus_tag=PMT_0191],[protein_id=CAE20366.1],[gene=None],[protein=Putative aldehyde dehydrogenase],[locus_tag=PMM0331],[protein_id=CAE18790.1],[gene=None],[protein=Putative aldehyde dehydrogenase],[evalue=2.20755E-137]
[locus_tag=PMT_0195],[protein_id=CAE20370.1],[gene=aroD],[protein=Dehydroquinase class II],[locus_tag=PMM0387],[protein_id=CAE18846.1],[gene=aroD],[protein=Dehydroquinase class II],[evalue=4.19217E-64]
[locus_tag=PMT_0196],[protein_id=CAE20371.1],[gene=None],[protein=None],[locus_tag=PMM0388],[protein_id=CAE18847.1],[gene=None],[protein=None],[evalue=3.40381E-76]
[locus_tag=PMT_0198],[protein_id=CAE20373.1],[gene=None],[protein=PRECORRIN-2 C20-METHYLTRANSFERASE],[locus_tag=PMM0389],[protein_id=CAE18848.1],[gene=None],[protein=PRECORRIN-2 C20-METHYLTRANSFERASE],[evalue=2.26988E-45]
[locus_tag=PMT_0200],[protein_id=CAE20375.1],[gene=None],[protein=putative nitrogen regulation protein NifR3 family homolog],[locus_tag=PMM1009],[protein_id=CAE19468.1],[gene=None],[protein=putative nitrogen regulation protein NifR3 family homolog],[evalue=2.50632E-132],[locus_tag=PMM0014],[protein_id=CAE18473.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.31939E-26]
[locus_tag=PMT_0201],[protein_id=CAE20376.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1166],[protein_id=CAE19625.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.87476E-40]
[locus_tag=PMT_0202],[protein_id=CAE20377.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0390],[protein_id=CAE18849.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.66459E-48]
[locus_tag=PMT_0203],[protein_id=CAE20378.1],[gene=None],[protein=None],[locus_tag=PMM0391],[protein_id=CAE18850.1],[gene=None],[protein=None],[evalue=0.00000E+00],[locus_tag=PMM0189],[protein_id=CAE18648.1],[gene=None],[protein=putative thiophen / furan oxidation protein],[evalue=2.16159E-15],[locus_tag=PMM1281],[protein_id=CAE19740.1],[gene=None],[protein=GTP-binding protein ERA homolog],[evalue=2.40090E-11]
[locus_tag=PMT_0204],[protein_id=CAE20379.1],[gene=None],[protein=possible cobalt transport protein],[locus_tag=PMM0392],[protein_id=CAE18851.1],[gene=None],[protein=possible cobalt transport protein],[evalue=2.41158E-94]
[locus_tag=PMT_0205],[protein_id=CAE20380.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0393],[protein_id=CAE18852.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.91856E-36]
[locus_tag=PMT_0206],[protein_id=CAE20381.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0394],[protein_id=CAE18853.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.18559E-75]
[locus_tag=PMT_0207],[protein_id=CAE20382.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0395],[protein_id=CAE18854.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.12732E-72]
[locus_tag=PMT_0208],[protein_id=CAE20383.1],[gene=proC],[protein=Delta 1-pyrroline-5-carboxylate reductase],[locus_tag=PMM0396],[protein_id=CAE18855.1],[gene=proC],[protein=Delta 1-pyrroline-5-carboxylate reductase],[evalue=1.85829E-83]
[locus_tag=PMT_0209],[protein_id=CAE20384.1],[gene=None],[protein=Glycosyl transferases group 1],[locus_tag=PMM0397],[protein_id=CAE18856.1],[gene=None],"[protein=possible Glycosyl transferase, group 1]",[evalue=0.00000E+00],[locus_tag=PMM1666],[protein_id=CAE20125.1],[gene=sqdX],[protein=SqdX],[evalue=7.35313E-19]
[locus_tag=PMT_0211],[protein_id=CAE20386.1],[gene=None],[protein=None],[locus_tag=PMM0398],[protein_id=CAE18857.1],[gene=None],[protein=None],[evalue=4.14663E-94]
[locus_tag=PMT_0212],[protein_id=CAE20387.1],[gene=None],[protein=None],[locus_tag=PMM0399],[protein_id=CAE18858.1],[gene=None],[protein=Putative deoxyribose-phosphate aldolase],[evalue=3.83642E-31]
[locus_tag=PMT_0213],[protein_id=CAE20388.1],[gene=lrtA],[protein=light repressed protein A homolog],[locus_tag=PMM0400],[protein_id=CAE18859.1],[gene=lrtA],[protein=light repressed protein A homolog],[evalue=6.04047E-85]
[locus_tag=PMT_0214],[protein_id=CAE20389.1],[gene=lipB],[protein=putative lipoate-protein ligase B],[locus_tag=PMM0401],[protein_id=CAE18860.1],[gene=lipB],[protein=putative lipoate-protein ligase B],[evalue=4.22684E-55]
[locus_tag=PMT_0215],[protein_id=CAE20390.1],[gene=fadD],[protein=putative long-chain-fatty-acid--CoA ligase],[locus_tag=PMM0402],[protein_id=CAE18861.1],[gene=fadD],[protein=putative long-chain-fatty-acid--CoA ligase],[evalue=0.00000E+00]
[locus_tag=PMT_0216],[protein_id=CAE20391.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0403],[protein_id=CAE18862.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.43364E-65]
[locus_tag=PMT_0220],[protein_id=CAE20395.1],[gene=pdhC],[protein=None],[locus_tag=PMM0405],[protein_id=CAE18864.1],[gene=pdhC],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMT_0223],[protein_id=CAE20398.1],[gene=queA],[protein=Queuosine biosynthesis protein],[locus_tag=PMM0406],[protein_id=CAE18865.1],[gene=queA],[protein=Queuosine biosynthesis protein],[evalue=4.62132E-132]
[locus_tag=PMT_0224],[protein_id=CAE20399.1],[gene=cysK1],[protein=None],[locus_tag=PMM0407],[protein_id=CAE18866.1],[gene=cysK1],[protein=None],[evalue=0.00000E+00],[locus_tag=PMM0123],[protein_id=CAE18582.1],[gene=cysK2],[protein=None],[evalue=3.68981E-88]
[locus_tag=PMT_0225],[protein_id=CAE20400.1],[gene=None],[protein=possible cystathionine gamma-synthase],[locus_tag=PMM0408],[protein_id=CAE18867.1],[gene=None],[protein=possible Cystathionine gamma-synthase],[evalue=1.29336E-179],[locus_tag=PMM0409],[protein_id=CAE18868.1],[gene=metB],[protein=putative Cystathionine gamma-synthase],[evalue=6.58942E-14]
[locus_tag=PMT_0226],[protein_id=CAE20401.1],[gene=metB],[protein=putative Cystathionine gamma-synthase],[locus_tag=PMM0409],[protein_id=CAE18868.1],[gene=metB],[protein=putative Cystathionine gamma-synthase],[evalue=0.00000E+00],[locus_tag=PMM0642],[protein_id=CAE19101.1],[gene=cysD],[protein=putative O-Acetyl homoserine sulfhydrylase],[evalue=8.06272E-47],[locus_tag=PMM0408],[protein_id=CAE18867.1],[gene=None],[protein=possible Cystathionine gamma-synthase],[evalue=1.89757E-13]
[locus_tag=PMT_0227],[protein_id=CAE20402.1],[gene=None],[protein=30S ribosomal protein S4],[locus_tag=PMM0410],[protein_id=CAE18869.1],[gene=None],[protein=30S ribosomal protein S4],[evalue=1.54511E-124]
[locus_tag=PMT_0228],[protein_id=CAE20403.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0411],[protein_id=CAE18870.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.88733E-41]
[locus_tag=PMT_0229],[protein_id=CAE20404.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0412],[protein_id=CAE18871.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.02330E-15]
[locus_tag=PMT_0230],[protein_id=CAE20405.1],[gene=murE],[protein=UDP-N-acetylmuramyl-tripeptide synthetase],[locus_tag=PMM0413],[protein_id=CAE18872.1],[gene=murE],[protein=UDP-N-acetylmuramyl-tripeptide synthetase],[evalue=4.26316E-160]
[locus_tag=PMT_0232],[protein_id=CAE20407.1],[gene=hupE],[protein=putative hydrogenase accessory protein],[locus_tag=PMM1123],[protein_id=CAE19582.1],[gene=hupE],[protein=putative hydrogenase accessory protein],[evalue=6.69572E-66]
[locus_tag=PMT_0233],[protein_id=CAE20408.1],[gene=None],[protein=putative L-cysteine/cystine lyase],[locus_tag=PMM0415],[protein_id=CAE18874.1],[gene=None],[protein=putative L-cysteine/cystine lyase],[evalue=2.59892E-136],[locus_tag=PMM0070],[protein_id=CAE18529.1],[gene=None],[protein=putative cysteine desulfurase or selenocysteine lyase],[evalue=3.07968E-15]
[locus_tag=PMT_0249],[protein_id=CAE20424.1],[gene=None],"[protein=fatty acid desaturase, type 2]",[locus_tag=PMM1382],[protein_id=CAE19841.1],[gene=None],"[protein=fatty acid desaturase, type 2]",[evalue=2.18606E-176]
[locus_tag=PMT_0254],[protein_id=CAE20429.1],[gene=None],[protein=NifU-like protein],[locus_tag=PMM0418],[protein_id=CAE18877.1],[gene=None],[protein=NifU-like protein],[evalue=7.05509E-51]
[locus_tag=PMT_0255],[protein_id=CAE20430.1],[gene=mqo],[protein=putative malate/quinone oxidoreductase],[locus_tag=PMM0419],[protein_id=CAE18878.1],[gene=mqo],[protein=putative malate/quinone oxidoreductase],[evalue=7.30218E-171]
[locus_tag=PMT_0257],[protein_id=CAE20432.1],[gene=lepA],[protein=GTP-binding protein LepA],[locus_tag=PMM0420],[protein_id=CAE18879.1],[gene=lepA],[protein=GTP-binding protein LepA],[evalue=0.00000E+00],[locus_tag=PMM0762],[protein_id=CAE19221.1],[gene=None],[protein=tyrosine binding protein],[evalue=1.77150E-37],[locus_tag=PMM0663],[protein_id=CAE19122.1],[gene=prfC],[protein=peptide-chain-release factor RF-3],[evalue=2.86397E-28]
[locus_tag=PMT_0265],[protein_id=CAE20440.1],[gene=None],[protein=two component sensor histidine kinase],[locus_tag=PMM1341],[protein_id=CAE19800.1],[gene=nblS],[protein=two-component sensor histidine kinase],[evalue=1.00959E-24],[locus_tag=PMM0706],[protein_id=CAE19165.1],[gene=phoR],"[protein=two-component sensor histidine kinase, phosphate sensing]",[evalue=1.50256E-20],[locus_tag=PMM1077],[protein_id=CAE19536.1],[gene=None],[protein=two-component sensor histidine kinase],[evalue=7.34822E-14]
[locus_tag=PMT_0266],[protein_id=CAE20441.1],[gene=None],"[protein=putative ABC transporter, oligopeptides]",[locus_tag=PMM0421],[protein_id=CAE18880.1],[gene=None],"[protein=putative ABC transporter, oligopeptides]",[evalue=1.63286E-98]
[locus_tag=PMT_0268],[protein_id=CAE20443.1],[gene=None],[protein=None],[locus_tag=PMM0422],[protein_id=CAE18881.1],[gene=None],[protein=None],[evalue=8.34042E-94],[locus_tag=PMM0948],[protein_id=CAE19407.1],[gene=None],[protein=tRNA/rRNA methyltransferase],[evalue=3.69773E-11]
[locus_tag=PMT_0270],[protein_id=CAE20445.1],[gene=None],[protein=None],[locus_tag=PMM0426],[protein_id=CAE18885.1],[gene=None],[protein=None],[evalue=3.39316E-138]
[locus_tag=PMT_0271],[protein_id=CAE20446.1],[gene=None],[protein=putative penicillin binding protein],[locus_tag=PMM0427],[protein_id=CAE18886.1],[gene=None],[protein=putative penicillin binding protein],[evalue=4.61521E-152],[locus_tag=PMM0040],[protein_id=CAE18499.1],[gene=None],[protein=Putative penicillin-binding protein],[evalue=1.83873E-12]
[locus_tag=PMT_0272],[protein_id=CAE20447.1],[gene=chlG],[protein=chlorophyll synthase 33 kD subunit],[locus_tag=PMM0428],[protein_id=CAE18887.1],[gene=chlG],[protein=chlorophyll synthase 33 kD subunit],[evalue=0.00000E+00]
[locus_tag=PMT_0273],[protein_id=CAE20448.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0429],[protein_id=CAE18888.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.24255E-17],[locus_tag=PMM0975],[protein_id=CAE19434.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.78330E-12]
[locus_tag=PMT_0274],[protein_id=CAE20449.1],[gene=hisF],[protein=None],[locus_tag=PMM0430],[protein_id=CAE18889.1],[gene=hisF],[protein=None],[evalue=1.31145E-123],[locus_tag=PMM0796],[protein_id=CAE19255.1],[gene=hisA],[protein=PHOSPHORIBOSYLFORMIMINO-5-AMINOIMIDAZOLE CARBOXAMIDE RIBOTIDE ISOMERASE],[evalue=8.21760E-25]
[locus_tag=PMT_0275],[protein_id=CAE20450.1],[gene=None],[protein=None],[locus_tag=PMM0431],[protein_id=CAE18890.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.63196E-26]
[locus_tag=PMT_0276],[protein_id=CAE20451.1],[gene=gerCB],[protein=putative menaquinone biosynthesis methlytransferase],[locus_tag=PMM0431],[protein_id=CAE18890.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.43105E-30]
[locus_tag=PMT_0282],[protein_id=CAE20457.1],[gene=None],[protein=hypothetical],[locus_tag=PMM0308],[protein_id=CAE18767.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.78666E-19]
[locus_tag=PMT_0283],[protein_id=CAE20458.1],[gene=None],"[protein=Glycyl-tRNA synthetase, alpha subunit]",[locus_tag=PMM1165],[protein_id=CAE19624.1],[gene=glyQ],[protein=Glycyl-tRNA synthetase alpha subunit],[evalue=1.16102E-167]
[locus_tag=PMT_0284],[protein_id=CAE20459.1],[gene=som],[protein=possible porin],[locus_tag=PMM0709],[protein_id=CAE19168.1],[gene=som],[protein=possible porin],[evalue=8.98381E-41],[locus_tag=PMM1121],[protein_id=CAE19580.1],[gene=som],[protein=possible porin],[evalue=2.10892E-14]
[locus_tag=PMT_0287],[protein_id=CAE20462.1],[gene=None],"[protein=putative iron ABC transporter, substrate binding protein]",[locus_tag=PMM1164],[protein_id=CAE19623.1],[gene=None],"[protein=putative iron ABC transporter, substrate binding protein]",[evalue=1.96316E-145]
[locus_tag=PMT_0294],[protein_id=CAE20469.1],[gene=None],[protein=Site-specific recombinase],[locus_tag=PMM1515],[protein_id=CAE19974.1],[gene=None],[protein=Site-specific recombinase],[evalue=3.55473E-48]
[locus_tag=PMT_0296],[protein_id=CAE20471.1],[gene=None],[protein=TPR repeat],[locus_tag=PMM1614],[protein_id=CAE20073.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.10096E-18],[locus_tag=PMM1614],[protein_id=CAE20073.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.66527E-17],[locus_tag=PMM1614],[protein_id=CAE20073.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.55106E-15]
[locus_tag=PMT_0297],[protein_id=CAE20472.1],[gene=None],[protein=None],[locus_tag=PMM1417],[protein_id=CAE19876.1],[gene=None],[protein=None],[evalue=8.81079E-15]
